Suburb,Address,Rooms,Price,Method,Type,SellerG,Date,Distance,Regionname,Propertycount,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lat,Lng
Yarraville,13 Simpson St,3,1100000,VB,h,Village,4/3/2017,7,Western Metropolitan,6543,3013,3,2,0,214,1910,Maribyrnong,-37.8175,144.8929
Yarraville,7/88 Stephen St,2,782000,S,u,hockingstuart,4/3/2017,7,Western Metropolitan,6543,3013,2,1,1,1555,2013,Maribyrnong,-37.8156,144.8943
Yarraville,34 Wilkins St,3,931000,S,h,Douglas,4/3/2017,7,Western Metropolitan,6543,3013,3,1,1,442,2022,Maribyrnong,-37.8182,144.8727
Yarraville,6 Clarendon St,3,910000,S,h,Village,4/6/2016,7,Western Metropolitan,6543,3013,3,3,2,197,2013,Maribyrnong,-37.8197,144.8875
Yarraville,1a Court St,2,796000,SP,h,Jas,4/6/2016,7,Western Metropolitan,6543,3013,2,1,1,188,2022,Maribyrnong,-37.8184,144.8809
Yarraville,3 Cuming St,2,856000,S,h,Greg,4/6/2016,7,Western Metropolitan,6543,3013,2,1,1,261,1880,Maribyrnong,-37.8157,144.887
Yarraville,40 Freeman St,3,670000,VB,h,Village,4/6/2016,7,Western Metropolitan,6543,3013,3,1,1,477,1960,Maribyrnong,-37.8186,144.8736
Yarraville,25 Gray St,4,706000,S,h,Jas,4/6/2016,7,Western Metropolitan,6543,3013,2,1,0,165,1900,Maribyrnong,-37.819,144.895
Yarraville,101 Roberts St,3,1050000,S,h,hockingstuart,4/6/2016,7,Western Metropolitan,6543,3013,2,2,1,462,1960,Maribyrnong,-37.8128,144.8695
Yarraville,1/53 Stephen St,2,410000,PI,u,hockingstuart,6/8/2016,7,Western Metropolitan,6543,3013,2,1.5,0,0,2022,Maribyrnong,-37.8129,144.8952
Yarraville,31 Frederick St,4,1320000,SP,h,Village,7/5/2016,7,Western Metropolitan,6543,3013,4,2,1,319,1915,Maribyrnong,-37.8197,144.8957
Yarraville,27 Regent St,3,1414000,S,h,Jas,7/11/2016,7,Western Metropolitan,6543,3013,3,2,2,230,1900,Maribyrnong,-37.8124,144.8875
Yarraville,47 Bayview Rd,5,1815000,S,h,Village,8/10/2016,7,Western Metropolitan,6543,3013,5,2,2,644,1890,Maribyrnong,-37.8102,144.8857
Yarraville,2/8 Hughes St,2,630000,PI,h,Jas,8/10/2016,7,Western Metropolitan,6543,3013,2,1,1,148,2003,Maribyrnong,-37.822,144.89
Yarraville,50 Tongue St,4,1870000,S,h,Sweeney,8/10/2016,7,Western Metropolitan,6543,3013,4,1,3,766,1968,Maribyrnong,-37.8126,144.8905
Yarraville,60 Hamilton St,4,1785000,S,h,Village,10/9/2016,7,Western Metropolitan,6543,3013,4,2,2,640,2022,Maribyrnong,-37.8104,144.8867
Yarraville,3/107 Somerville Rd,2,330000,VB,u,Jas,10/9/2016,7,Western Metropolitan,6543,3013,2,1,1,0,1970,Maribyrnong,-37.8133,144.8865
Yarraville,44 Severn St,3,1930000,S,h,Jas,10/12/2016,7,Western Metropolitan,6543,3013,3,1,4,902,1920,Maribyrnong,-37.8153,144.8796
Yarraville,18 Free St,3,1035000,S,h,Jas,11/2/2017,7,Western Metropolitan,6543,3013,3,1,2,289,2022,Maribyrnong,-37.8143,144.8865
Yarraville,122 Stephen St,1,510000,SP,u,hockingstuart,11/2/2017,7,Western Metropolitan,6543,3013,1,1,2,0,2004,Maribyrnong,-37.8173,144.894
Yarraville,9/51 Stephen St,2,381000,PI,u,Jas,11/2/2017,7,Western Metropolitan,6543,3013,2,1,1,0,1960,Maribyrnong,-37.8128,144.8953
Yarraville,113 Anderson St,3,1040000,S,t,Sweeney,12/11/2016,7,Western Metropolitan,6543,3013,2,2,0,352,2016,Maribyrnong,-37.8164,144.8869
Yarraville,52 Goulburn St,3,1419000,SP,h,Jas,12/11/2016,7,Western Metropolitan,6543,3013,3,1,2,270,1920,Maribyrnong,-37.8148,144.8884
Yarraville,63 Hawkhurst St,3,1050000,S,h,Village,12/11/2016,7,Western Metropolitan,6543,3013,3,1,2,442,1940,Maribyrnong,-37.8201,144.872
Yarraville,122 Stephen St,1,470000,PI,h,Jas,12/11/2016,7,Western Metropolitan,6543,3013,1,1,2,0,2004,Maribyrnong,-37.8173,144.894
Yarraville,280 Francis St,3,850000,S,h,Jas,13/08/2016,7,Western Metropolitan,6543,3013,3,1,1,444,2022,Maribyrnong,-37.8193,144.8753
Yarraville,7/13 Stephen St,2,501344,SP,u,Sweeney,13/08/2016,7,Western Metropolitan,6543,3013,2,1,1,0,1950,Maribyrnong,-37.8106,144.8957
Yarraville,9 Stanger St,3,796000,S,h,Greg,14/05/2016,7,Western Metropolitan,6543,3013,3,1,1,464,1960,Maribyrnong,-37.8151,144.8638
Yarraville,27 Buninyong St,3,1217500,PI,h,Greg,15/10/2016,7,Western Metropolitan,6543,3013,3,3,1,217,2016,Maribyrnong,-37.8188,144.8884
Yarraville,1a Kingston St,2,610000,SP,h,Jas,15/10/2016,7,Western Metropolitan,6543,3013,2,1.5,0,94,2022,Maribyrnong,-37.815,144.8827
Yarraville,64 Bishop St,3,1055000,S,h,hockingstuart,16/04/2016,7,Western Metropolitan,6543,3013,3,1,3,670,1940,Maribyrnong,-37.8134,144.8745
Yarraville,4/16 Dean St,3,620000,VB,t,iOne,16/04/2016,7,Western Metropolitan,6543,3013,3,3,1,0,2014,Maribyrnong,-37.8194,144.8826
Yarraville,117 Francis St,4,660000,PI,h,Sweeney,16/04/2016,7,Western Metropolitan,6543,3013,4,1,2,360,1910,Maribyrnong,-37.8212,144.8887
Yarraville,342 Francis St,3,681000,S,h,Sweeney,16/04/2016,7,Western Metropolitan,6543,3013,2,1,1,446,2022,Maribyrnong,-37.8183,144.8666
Yarraville,5/69 Hamilton St,1,345000,S,u,hockingstuart/Village,16/04/2016,7,Western Metropolitan,6543,3013,1,1,1,0,1970,Maribyrnong,-37.8111,144.887
Yarraville,25 Norfolk St,3,950000,SP,h,Village,16/04/2016,7,Western Metropolitan,6543,3013,3,1,2,240,1880,Maribyrnong,-37.8202,144.8896
Yarraville,9 Pearce St,3,955000,S,h,Jellis,16/04/2016,7,Western Metropolitan,6543,3013,3,1,1,202,2022,Maribyrnong,-37.8196,144.8839
Yarraville,11 Sanderson St,2,822000,S,h,Sweeney,16/04/2016,7,Western Metropolitan,6543,3013,2,1,3,539,2022,Maribyrnong,-37.8152,144.8703
Yarraville,71 Bena St,2,760000,S,h,Jas,16/07/2016,7,Western Metropolitan,6543,3013,3,1,1,472,2022,Maribyrnong,-37.824,144.8805
Yarraville,29 Frederick St,4,1200000,S,h,Village,16/07/2016,7,Western Metropolitan,6543,3013,4,2,2,417,1900,Maribyrnong,-37.8197,144.8969
Yarraville,59 Gent St,3,1005000,S,h,Sweeney,16/07/2016,7,Western Metropolitan,6543,3013,3,1,1,438,1960,Maribyrnong,-37.8177,144.8711
Yarraville,282 Hyde St,3,600000,VB,h,hockingstuart,16/07/2016,7,Western Metropolitan,6543,3013,4,1,1,0,2022,Maribyrnong,-37.8222,144.8956
Yarraville,103/58 Ballarat St,1,381000,S,u,Sweeney,17/09/2016,7,Western Metropolitan,6543,3013,1,1,1,0,2022,Maribyrnong,-37.8184,144.8904
Yarraville,136 Hyde St,4,1150000,S,h,hockingstuart,17/09/2016,7,Western Metropolitan,6543,3013,4,2,2,482,2022,Maribyrnong,-37.815,144.8968
Yarraville,14 Lennox St,3,1020000,PI,h,Jas,18/03/2017,7,Western Metropolitan,6543,3013,3,1,1,248,2022,Maribyrnong,-37.8157,144.8925
Yarraville,55 Ofarrell St,3,1250000,VB,h,Village,18/03/2017,7,Western Metropolitan,6543,3013,3,2,1,249,2022,Maribyrnong,-37.8099,144.8859
Yarraville,7 Stewart St,4,1340000,VB,h,Village,18/03/2017,7,Western Metropolitan,6543,3013,4,2,0,297,1900,Maribyrnong,-37.8108,144.888
Yarraville,52 Severn St,3,865000,SP,h,Jas,18/06/2016,7,Western Metropolitan,6543,3013,3,1,1,189,1930,Maribyrnong,-37.8159,144.8795
Yarraville,347 Williamstown Rd,3,781500,S,h,Jas,18/06/2016,7,Western Metropolitan,6543,3013,2,1,2,341,1950,Maribyrnong,-37.8224,144.8818
Yarraville,15 Ofarrell St,4,1401000,S,h,Village,19/11/2016,7,Western Metropolitan,6543,3013,4,1,1,306,1910,Maribyrnong,-37.8102,144.8885
Yarraville,2/382 Williamstown Rd,2,630000,S,h,Jas,19/11/2016,7,Western Metropolitan,6543,3013,2,2,2,168,2000,Maribyrnong,-37.8225,144.8814
Yarraville,129 Roberts St,5,1137500,S,h,hockingstuart,22/05/2016,7,Western Metropolitan,6543,3013,2,3,4,446,1950,Maribyrnong,-37.8146,144.8692
Yarraville,198 Francis St,4,925000,S,h,hockingstuart,22/08/2016,7,Western Metropolitan,6543,3013,4,1,1,288,2022,Maribyrnong,-37.8202,144.883
Yarraville,18 Frederick St,3,745000,S,h,hockingstuart,23/04/2016,7,Western Metropolitan,6543,3013,2,1,1,325,2022,Maribyrnong,-37.8195,144.8973
Yarraville,2 Hood St,4,1158000,S,h,Jas,23/04/2016,7,Western Metropolitan,6543,3013,4,1,3,411,1910,Maribyrnong,-37.8117,144.8873
Yarraville,51 Sussex St,3,867000,S,h,RT,23/04/2016,7,Western Metropolitan,6543,3013,3,1,1,195,2022,Maribyrnong,-37.8198,144.8904
Yarraville,9/11 Berry St,3,955000,S,h,Village,24/09/2016,7,Western Metropolitan,6543,3013,3,2,2,206,2006,Maribyrnong,-37.8127,144.8965
Yarraville,3 Freame St,3,1081000,SP,h,Village,24/09/2016,7,Western Metropolitan,6543,3013,3,1,1,448,1940,Maribyrnong,-37.8171,144.8753
Yarraville,443 Geelong Rd,3,725000,S,h,Sweeney,24/09/2016,7,Western Metropolitan,6543,3013,3,1,5,558,1940,Maribyrnong,-37.8119,144.868
Yarraville,43 Ballarat St,2,767000,S,h,Jas,25/02/2017,7,Western Metropolitan,6543,3013,2,1,0,128,1920,Maribyrnong,-37.8179,144.8908
Yarraville,42 Eirene St,2,951000,S,h,Sweeney,25/02/2017,7,Western Metropolitan,6543,3013,2,1,3,486,2022,Maribyrnong,-37.8214,144.8796
Yarraville,14 Finlay St,4,1028000,S,h,Village,25/02/2017,7,Western Metropolitan,6543,3013,4,2,2,431,2022,Maribyrnong,-37.8186,144.8764
Yarraville,112 Francis St,2,740000,S,h,Village,25/02/2017,7,Western Metropolitan,6543,3013,2,1,0,261,2022,Maribyrnong,-37.8209,144.8896
Yarraville,20 Grace St,3,1450000,S,h,Village,25/02/2017,7,Western Metropolitan,6543,3013,3,2,2,542,2016,Maribyrnong,-37.811,144.8844
Yarraville,23 Lennox St,3,1430000,SP,h,Village,25/02/2017,7,Western Metropolitan,6543,3013,3,3,2,386,1940,Maribyrnong,-37.816,144.8936
Yarraville,38 Simpson St,3,1275000,SP,h,Village,25/02/2017,7,Western Metropolitan,6543,3013,3,1,2,229,1910,Maribyrnong,-37.8172,144.8919
Yarraville,122 Blackwood St,4,1606000,SP,h,Jas,26/07/2016,7,Western Metropolitan,6543,3013,4,2,3,455,1890,Maribyrnong,-37.8177,144.8839
Yarraville,75 Ballard St,4,970000,PI,h,Village,27/06/2016,7,Western Metropolitan,6543,3013,3,1,2,664,1960,Maribyrnong,-37.8172,144.8676
Yarraville,38 Benbow St,2,780000,S,h,Hunter,27/06/2016,7,Western Metropolitan,6543,3013,2,1,1,435,1950,Maribyrnong,-37.8223,144.8779
Yarraville,76 Kidman St,3,670000,PI,h,Biggin,27/06/2016,7,Western Metropolitan,6543,3013,3,1,1,463,1950,Maribyrnong,-37.8137,144.8636
Yarraville,46 Wilson St,3,908000,S,h,hockingstuart,27/06/2016,7,Western Metropolitan,6543,3013,3,2,0,105,1900,Maribyrnong,-37.8191,144.8909
Yarraville,23 Castlemaine St,3,1380000,S,h,Village,27/11/2016,7,Western Metropolitan,6543,3013,3,2,2,235,1910,Maribyrnong,-37.815,144.8928
Yarraville,5 Highgate St,3,966000,S,h,JMRE,27/11/2016,7,Western Metropolitan,6543,3013,3,2,2,456,1970,Maribyrnong,-37.823,144.8768
Yarraville,3/64 Powell St,2,480500,SP,u,Jas,27/11/2016,7,Western Metropolitan,6543,3013,2,1,1,0,1970,Maribyrnong,-37.8182,144.8846
Yarraville,4 Regent St,4,1520000,VB,h,Jas,27/11/2016,7,Western Metropolitan,6543,3013,4,2,0,261,1910,Maribyrnong,-37.8123,144.8888
Yarraville,18 Tenterden St,3,845000,S,h,Jas,27/11/2016,7,Western Metropolitan,6543,3013,3,1,2,494,2022,Maribyrnong,-37.8234,144.8742
Yarraville,10 Tuppen St,5,1287000,S,h,hockingstuart,27/11/2016,7,Western Metropolitan,6543,3013,5,2,2,488,1930,Maribyrnong,-37.8131,144.8778
Yarraville,4 Bena St,3,980000,S,h,Jas,28/05/2016,7,Western Metropolitan,6543,3013,3,1,2,463,2022,Maribyrnong,-37.8185,144.8812
Yarraville,16/11 Berry St,3,800000,VB,t,Jas,28/05/2016,7,Western Metropolitan,6543,3013,3,2,1,169,2007,Maribyrnong,-37.8122,144.8965
Yarraville,30 Simpson St,3,1460000,SP,h,Village,28/05/2016,7,Western Metropolitan,6543,3013,3,1,2,463,1900,Maribyrnong,-37.8172,144.8924
Yarraville,7 Hughes St,3,840000,S,h,Village,28/08/2016,7,Western Metropolitan,6543,3013,4,1,1,470,1970,Maribyrnong,-37.822,144.8904
Yarraville,46 Kingston St,3,900500,S,h,Village,28/08/2016,7,Western Metropolitan,6543,3013,2,1,1,208,1970,Maribyrnong,-37.8145,144.8804
Yarraville,14 Pearce St,2,850000,S,h,Chisholm,28/08/2016,7,Western Metropolitan,6543,3013,2,1,1,201,2022,Maribyrnong,-37.8196,144.8836
Yarraville,6/37 Stephen St,3,940000,S,h,Village,28/08/2016,7,Western Metropolitan,6543,3013,3,2,2,171,2007,Maribyrnong,-37.8124,144.8957
Aberfeldie,2/2 St Kinnord St,1,380000,S,u,Nelson,3/12/2016,9.1,Western Metropolitan,1543,3040,1,1,1,0,1990,Moonee Valley,-37.7561,144.9028
Aberfeldie,40 Clifton St,4,1646000,S,h,Rendina,4/3/2017,9.1,Western Metropolitan,1543,3040,4,3,2,757,1950,Moonee Valley,-37.7606,144.8909
Aberfeldie,6/8 Arthur St,2,442000,S,u,Nelson,7/5/2016,9.1,Western Metropolitan,1543,3040,2,1,1,0,2022,Moonee Valley,-37.7589,144.897
Aberfeldie,8/257 Buckley St,2,470000,S,u,Brad,7/5/2016,9.1,Western Metropolitan,1543,3040,2,1,1,976,2000,Moonee Valley,-37.7557,144.9037
Aberfeldie,26a Fawkner St,3,760000,SP,h,McDonald,7/11/2016,9.1,Western Metropolitan,1543,3040,3,1,1,321,1940,Moonee Valley,-37.757,144.896
Aberfeldie,21 May St,4,1346000,S,h,Nelson,8/10/2016,9.1,Western Metropolitan,1543,3040,2,2,2,559,1995,Moonee Valley,-37.7614,144.8925
Aberfeldie,25 Valencia St,2,1300000,S,h,Rendina,8/10/2016,9.1,Western Metropolitan,1543,3040,3,1,5,528,2022,Moonee Valley,-37.7617,144.8987
Aberfeldie,2/30 Caroline St,3,935000,SP,t,Nelson,10/9/2016,9.1,Western Metropolitan,1543,3040,3,2,2,217,2005,Moonee Valley,-37.7591,144.8923
Aberfeldie,126 The Boulevard,4,3900000,S,h,Nelson,10/12/2016,9.1,Western Metropolitan,1543,3040,4,4,4,670,2010,Moonee Valley,-37.7637,144.8931
Aberfeldie,3/64 Brunel St,3,1160000,S,u,Nelson,11/2/2017,9.1,Western Metropolitan,1543,3040,3,2,1,309,2007,Moonee Valley,-37.7642,144.895
Aberfeldie,2 May St,4,1150000,PI,h,Nelson,11/2/2017,9.1,Western Metropolitan,1543,3040,4,2,2,578,2010,Moonee Valley,-37.7614,144.8953
Aberfeldie,5 Aroona Ct,1,1720000,PI,h,Nelson,15/10/2016,9.1,Western Metropolitan,1543,3040,3,2,1,676,1965,Moonee Valley,-37.7632,144.898
Aberfeldie,25 Beaver St,2,1705000,S,h,Nelson,15/10/2016,9.1,Western Metropolitan,1543,3040,2,1,2,809,1980,Moonee Valley,-37.7587,144.9015
Aberfeldie,4 Brunel Ct,3,1190000,S,h,Barry,17/09/2016,9.1,Western Metropolitan,1543,3040,3,1,1,465,1950,Moonee Valley,-37.7626,144.8954
Aberfeldie,2/7 Fawkner St,2,380000,VB,u,Brad,18/03/2017,9.1,Western Metropolitan,1543,3040,2,1,1,622,1970,Moonee Valley,-37.7557,144.8966
Aberfeldie,58 Waverley St,2,840000,VB,h,Brad,18/03/2017,9.1,Western Metropolitan,1543,3040,2,1,1,373,2022,Moonee Valley,-37.7604,144.9062
Aberfeldie,29 Beaver St,5,1740000,S,h,Nelson,18/06/2016,9.1,Western Metropolitan,1543,3040,3,3,2,839,1925,Moonee Valley,-37.759,144.9015
Aberfeldie,40 Allan St,3,1860000,S,h,Rendina,19/11/2016,9.1,Western Metropolitan,1543,3040,3,2,2,311,2022,Moonee Valley,-37.7603,144.8921
Aberfeldie,14 Knight St,3,1195000,S,h,Nelson,19/11/2016,9.1,Western Metropolitan,1543,3040,3,2,2,496,2022,Moonee Valley,-37.7559,144.8991
Aberfeldie,2 May St,4,1200000,VB,h,Nelson,19/11/2016,9.1,Western Metropolitan,1543,3040,4,2,2,578,2010,Moonee Valley,-37.7614,144.8953
Aberfeldie,1 Chisholm St,3,726000,S,u,Barry,24/09/2016,9.1,Western Metropolitan,1543,3040,3,1,1,229,1996,Moonee Valley,-37.7606,144.8973
Aberfeldie,99 Fawkner St,4,1325000,PI,h,Weda,25/02/2017,9.1,Western Metropolitan,1543,3040,4,2,2,674,2022,Moonee Valley,-37.7617,144.8956
Aberfeldie,11 Muldowney St,3,1300000,SP,t,Barry,25/02/2017,9.1,Western Metropolitan,1543,3040,3,3,1,593,2016,Moonee Valley,-37.7584,144.8968
Aberfeldie,5/319 Buckley St,2,373000,S,u,Barry,27/11/2016,9.1,Western Metropolitan,1543,3040,2,1,1,0,2022,Moonee Valley,-37.7553,144.8996
Aberfeldie,1/7 Derry St,2,670000,SP,h,Frank,27/11/2016,9.1,Western Metropolitan,1543,3040,2,1,2,0,1990,Moonee Valley,-37.76,144.9002
Aberfeldie,13 Batman St,5,2400000,S,h,Barry,28/05/2016,9.1,Western Metropolitan,1543,3040,3,2,2,1315,2022,Moonee Valley,-37.7548,144.8915
Aberfeldie,47 Clifton St,4,1350000,S,h,Nelson,28/05/2016,9.1,Western Metropolitan,1543,3040,3,2,2,1076,1960,Moonee Valley,-37.7609,144.8905
Bellfield,20 Davidson St,3,773000,S,h,Nelson,6/8/2016,9.5,Eastern Metropolitan,790,3081,3,1,2,626,1955,Banyule,-37.752,145.0367
Bellfield,40 Plunkett St,3,885000,S,h,Nelson,12/11/2016,9.5,Eastern Metropolitan,790,3081,3,1,1,666,2022,Banyule,-37.7509,145.0423
Bellfield,8 Erica Ct,3,770000,S,h,Haughton,16/04/2016,9.5,Eastern Metropolitan,790,3081,3,1,4,762,1960,Banyule,-37.7529,145.0406
Bellfield,353 Waterdale Rd,2,855000,S,h,Barry,18/03/2017,9.5,Eastern Metropolitan,790,3081,2,1,0,693,2022,Banyule,-37.7534,145.0454
Bellfield,305 Bell St,3,645000,SP,h,Nelson,22/05/2016,9.5,Eastern Metropolitan,790,3081,3,1,2,631,1950,Banyule,-37.7506,145.043
Bellfield,2/2 Harrison St,3,720000,SP,h,McGrath,25/02/2017,9.5,Eastern Metropolitan,790,3081,3,2,1,231,2012,Banyule,-37.7527,145.0392
Bellfield,129 Liberty Pde,3,625000,PI,h,Nelson,28/05/2016,9.5,Eastern Metropolitan,790,3081,3,1,2,609,1950,Banyule,-37.7504,145.0335
Bellfield,371 Waterdale Rd,3,828000,S,u,Barry,30/07/2016,9.5,Eastern Metropolitan,790,3081,3,1,0,641,2022,Banyule,-37.7518,145.0457
Bellfield,373 Waterdale Rd,3,676000,S,u,Barry,30/07/2016,9.5,Eastern Metropolitan,790,3081,3,1,0,605,2022,Banyule,-37.7516,145.0457
Brunswick East,10 Harrison St,3,1310000,S,h,Nelson,3/12/2016,4.5,Northern Metropolitan,5533,3057,3,1,2,456,1950,Moreland,-37.7638,144.9804
Brunswick East,1 Nunan St,4,856000,S,h,Harrington,3/12/2016,4.5,Northern Metropolitan,5533,3057,4,2,2,136,1997,Moreland,-37.7601,144.9805
Brunswick East,2/175 Blyth St,2,580000,S,h,Nelson,4/3/2017,4.5,Northern Metropolitan,5533,3057,2,1,1,0,1975,Moreland,-37.7668,144.9765
Brunswick East,1610/182 Edward St,2,675000,S,u,Nelson,4/3/2017,4.5,Northern Metropolitan,5533,3057,2,2,1,0,2022,Moreland,-37.7753,144.9725
Brunswick East,87 Hickford St,3,1350000,SP,h,Jellis,4/3/2017,4.5,Northern Metropolitan,5533,3057,3,1,2,407,2022,Moreland,-37.7663,144.9795
Brunswick East,6 Kingfisher Gdns,3,940000,S,t,Nelson,4/3/2017,4.5,Northern Metropolitan,5533,3057,3,1,2,213,1995,Moreland,-37.7643,144.9808
Brunswick East,256 Stewart St,3,930000,PI,h,Nelson,4/3/2017,4.5,Northern Metropolitan,5533,3057,3,2,2,138,2022,Moreland,-37.7658,144.9823
Brunswick East,215 Weston St,3,1495000,S,h,Nelson,4/3/2017,4.5,Northern Metropolitan,5533,3057,3,1,1,259,1920,Moreland,-37.7762,144.9755
Brunswick East,55 King St,4,1550000,S,h,Woodards,4/6/2016,4.5,Northern Metropolitan,5533,3057,4,2,2,470,1940,Moreland,-37.7735,144.9833
Brunswick East,94 Barkly St,4,1815000,S,h,Nelson,6/8/2016,4.5,Northern Metropolitan,5533,3057,4,1,1,233,1890,Moreland,-37.7776,144.9727
Brunswick East,9 John St,4,1625000,S,h,Nelson,7/5/2016,4.5,Northern Metropolitan,5533,3057,4,2,2,822,1890,Moreland,-37.7749,144.9762
Brunswick East,21 Roberts St,3,899000,SP,t,Jellis,7/5/2016,4.5,Northern Metropolitan,5533,3057,3,2,1,116,2007,Moreland,-37.7667,144.9821
Brunswick East,201/218 Lygon St,2,435000,S,u,Jellis,8/10/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,197,2012,Moreland,-37.7717,144.9719
Brunswick East,8/389 Lygon St,2,570000,PI,u,Jellis,8/10/2016,4.5,Northern Metropolitan,5533,3057,2,2,1,0,2022,Moreland,-37.7656,144.9726
Brunswick East,98 Barkly St,4,1900000,S,h,Jellis,10/9/2016,4.5,Northern Metropolitan,5533,3057,4,2,1,227,2022,Moreland,-37.7776,144.9726
Brunswick East,178 Weston St,2,1080000,S,h,Greg,10/9/2016,4.5,Northern Metropolitan,5533,3057,2,1,0,193,1890,Moreland,-37.7765,144.9751
Brunswick East,123 Barkly St,4,1280000,S,h,Nelson,10/12/2016,4.5,Northern Metropolitan,5533,3057,4,2,0,161,2022,Moreland,-37.7772,144.9723
Brunswick East,4/37 Brunswick Rd,2,656000,S,u,Collins,10/12/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,1960,Moreland,-37.7786,144.9753
Brunswick East,308/69 Lygon St,2,570000,PI,u,Nelson,11/2/2017,4.5,Northern Metropolitan,5533,3057,2,1,2,1188,2012,Moreland,-37.7769,144.9706
Brunswick East,18 Lowan St,4,1290000,S,h,Jellis,11/3/2017,4.5,Northern Metropolitan,5533,3057,4,2,2,468,2022,Moreland,-37.7724,144.9829
Brunswick East,202b Edward St,3,1170000,S,h,Nelson,15/10/2016,4.5,Northern Metropolitan,5533,3057,3,2,0,185,1998,Moreland,-37.7755,144.9744
Brunswick East,221/408 Lygon St,1,370000,VB,u,Nelson,15/10/2016,4.5,Northern Metropolitan,5533,3057,1,1,1,0,2022,Moreland,-37.765,144.9731
Brunswick East,2/146 Blyth St,2,510000,S,u,Nelson,16/04/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,2022,Moreland,-37.7671,144.9746
Brunswick East,89a Hickford St,3,1574000,S,h,Woodards,16/04/2016,4.5,Northern Metropolitan,5533,3057,3,3,2,336,2007,Moreland,-37.7664,144.9797
Brunswick East,3/37 Brunswick Rd,2,665000,S,u,Collins,16/07/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,1940,Moreland,-37.7786,144.9753
Brunswick East,6212/172 Edward St,2,590000,VB,u,LITTLE,17/09/2016,4.5,Northern Metropolitan,5533,3057,2,2,1,0,2014,Moreland,-37.7753,144.9725
Brunswick East,10 Jarvie St,2,1024000,S,h,Nelson,17/09/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,148,2022,Moreland,-37.7721,144.9724
Brunswick East,189 Glenlyon Rd,3,1125000,S,h,Collins,18/03/2017,4.5,Northern Metropolitan,5533,3057,3,1,2,369,2022,Moreland,-37.7727,144.9736
Brunswick East,7/72 Victoria St,2,390000,PI,u,Peter,18/03/2017,4.5,Northern Metropolitan,5533,3057,2,1,1,0,1970,Moreland,-37.7689,144.978
Brunswick East,2 Barkly St,3,800000,VB,t,Nelson,18/06/2016,4.5,Northern Metropolitan,5533,3057,3,3,2,0,2022,Moreland,-37.7788,144.9776
Brunswick East,41 Barkly St,3,1679000,S,h,Nelson,19/11/2016,4.5,Northern Metropolitan,5533,3057,3,2,0,326,1920,Moreland,-37.7776,144.9751
Brunswick East,2/33 Linden St,3,1050000,PI,t,Jellis,19/11/2016,4.5,Northern Metropolitan,5533,3057,3,3,2,87,1998,Moreland,-37.7739,144.975
Brunswick East,15 Ethel St,2,957000,S,h,Nelson,22/05/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,148,2022,Moreland,-37.7722,144.9751
Brunswick East,160 Glenlyon Rd,3,825000,PI,h,Nelson,22/05/2016,4.5,Northern Metropolitan,5533,3057,3,1,1,213,1920,Moreland,-37.7729,144.9724
Brunswick East,14 Hutchinson St,3,998000,S,h,Nelson,23/04/2016,4.5,Northern Metropolitan,5533,3057,3,1,2,104,2000,Moreland,-37.7723,144.9761
Brunswick East,1/10 Linden St,3,1010000,S,t,Nelson,23/04/2016,4.5,Northern Metropolitan,5533,3057,3,2,1,0,2014,Moreland,-37.774,144.9731
Brunswick East,5 John St,3,910000,S,h,Jellis,24/09/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,231,1900,Moreland,-37.7759,144.976
Brunswick East,156 Glenlyon Rd,3,1050000,S,h,Nelson,27/06/2016,4.5,Northern Metropolitan,5533,3057,3,1,1,279,1900,Moreland,-37.7729,144.9722
Brunswick East,310/330 Lygon St,2,445000,S,u,Jellis,27/06/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,2022,Moreland,-37.7685,144.9724
Brunswick East,54 Victoria St,2,970000,S,h,Nelson,27/06/2016,4.5,Northern Metropolitan,5533,3057,1,1,1,213,2022,Moreland,-37.7689,144.9788
Brunswick East,192 Blyth St,3,1600000,S,h,Jellis,27/11/2016,4.5,Northern Metropolitan,5533,3057,3,1,2,812,1920,Moreland,-37.7673,144.9782
Brunswick East,120 Victoria St,3,1325000,PI,h,Jellis,27/11/2016,4.5,Northern Metropolitan,5533,3057,3,2,2,190,1940,Moreland,-37.7684,144.9739
Brunswick East,106/360 Lygon St,2,480000,PI,u,Jellis,28/05/2016,4.5,Northern Metropolitan,5533,3057,2,2,1,0,2022,Moreland,-37.7679,144.9725
Brunswick East,18/408 Lygon St,2,400000,SP,u,Jellis,28/05/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,2022,Moreland,-37.765,144.9731
Brunswick East,28/29 Nunan St,3,570000,S,u,hockingstuart,28/05/2016,4.5,Northern Metropolitan,5533,3057,2,1,1,0,2022,Moreland,-37.7603,144.9795
